URL location,Last modification date,Change frequency,Priority
https://researchservices.cornell.edu/,,weekly,1
https://researchservices.cornell.edu/about/essential-tools,2018-10-16T15:29Z,never,0.5
https://researchservices.cornell.edu/about/new-host-test-page,2021-08-03T11:51Z,never,0.5
https://researchservices.cornell.edu/about/whats-popular,2018-10-12T16:38Z,never,0.5
https://researchservices.cornell.edu/center-help,2024-12-11T20:08Z,yearly,0.5
https://researchservices.cornell.edu/close-project,2024-03-03T01:57Z,yearly,0.5
https://researchservices.cornell.edu/close-project/end-project-early,2019-09-18T20:59Z,never,0.5
https://researchservices.cornell.edu/close-project/finances,2021-12-21T02:51Z,never,0.5
https://researchservices.cornell.edu/close-project/how-to,2021-12-16T17:11Z,never,0.5
https://researchservices.cornell.edu/commercialize,2023-04-05T19:20Z,yearly,0.5
https://researchservices.cornell.edu/commercialize/engaging-companies,2023-04-05T19:25Z,yearly,0.5
https://researchservices.cornell.edu/commercialize/protect-ip,2019-06-13T03:00Z,never,0.5
https://researchservices.cornell.edu/commercialize/resources,2019-06-13T03:04Z,never,0.5
https://researchservices.cornell.edu/compliance,2022-02-21T03:51Z,never,0.5
https://researchservices.cornell.edu/compliance/conflict-of-interest,2023-02-27T15:32Z,never,0.5
https://researchservices.cornell.edu/compliance/financial-management,2022-07-08T18:48Z,never,0.5
https://researchservices.cornell.edu/compliance/human-research,2025-02-04T21:48Z,monthly,0.5
https://researchservices.cornell.edu/compliance/live-vertebrate-animal-research,2023-04-21T14:56Z,yearly,0.5
https://researchservices.cornell.edu/compliance/rcr,2024-09-11T02:44Z,yearly,0.5
https://researchservices.cornell.edu/compliance/research-safety,2022-04-14T15:56Z,never,0.5
https://researchservices.cornell.edu/compliance/rsna-or-biohazardous-research,2024-10-01T12:23Z,yearly,0.5
https://researchservices.cornell.edu/contact/ac2459,2025-01-21T19:20Z,yearly,0.5
https://researchservices.cornell.edu/contact/al2424,2025-01-21T20:01Z,yearly,0.5
https://researchservices.cornell.edu/contact/alj67,2025-01-21T19:56Z,yearly,0.5
https://researchservices.cornell.edu/contact/ao468,2025-01-21T20:26Z,yearly,0.5
https://researchservices.cornell.edu/contact/as4383,2025-01-21T20:26Z,yearly,0.5
https://researchservices.cornell.edu/contact/bmt2,2025-01-21T20:18Z,yearly,0.5
https://researchservices.cornell.edu/contact/cds277,2025-01-21T20:12Z,yearly,0.5
https://researchservices.cornell.edu/contact/cjw43,2025-01-21T20:22Z,yearly,0.5
https://researchservices.cornell.edu/contact/ck554,2025-01-21T19:57Z,yearly,0.5
https://researchservices.cornell.edu/contact/clz28,2024-10-24T13:36Z,yearly,0.5
https://researchservices.cornell.edu/contact/cma20,2024-07-30T13:37Z,yearly,0.5
https://researchservices.cornell.edu/contact/cv282,2025-01-21T20:19Z,yearly,0.5
https://researchservices.cornell.edu/contact/cw25,2024-11-12T14:03Z,yearly,0.5
https://researchservices.cornell.edu/contact/dbj43,2024-09-11T02:53Z,yearly,0.5
https://researchservices.cornell.edu/contact/djl363,2025-01-21T20:04Z,yearly,0.5
https://researchservices.cornell.edu/contact/dp462,2024-08-22T01:06Z,yearly,0.5
https://researchservices.cornell.edu/contact/ecv25,2025-01-21T20:18Z,yearly,0.5
https://researchservices.cornell.edu/contact/eev28,2025-01-21T20:21Z,yearly,0.5
https://researchservices.cornell.edu/contact/efp32,2025-01-21T20:11Z,yearly,0.5
https://researchservices.cornell.edu/contact/eh79,2025-01-06T19:55Z,yearly,0.5
https://researchservices.cornell.edu/contact/ekp54,2025-01-23T18:49Z,monthly,0.5
https://researchservices.cornell.edu/contact/emd239,2025-02-19T19:36Z,monthly,0.5
https://researchservices.cornell.edu/contact/esk96,2025-01-21T20:00Z,yearly,0.5
https://researchservices.cornell.edu/contact/gm467,2025-01-21T20:05Z,yearly,0.5
https://researchservices.cornell.edu/contact/hkr28,2025-01-21T19:59Z,yearly,0.5
https://researchservices.cornell.edu/contact/jas2233,2025-01-21T20:15Z,yearly,0.5
https://researchservices.cornell.edu/contact/jcb78,2025-01-21T19:20Z,yearly,0.5
https://researchservices.cornell.edu/contact/jdc37,2025-01-21T18:45Z,yearly,0.5
https://researchservices.cornell.edu/contact/jea233-0,2024-08-07T18:59Z,yearly,0.5
https://researchservices.cornell.edu/contact/jls679,2025-01-21T20:13Z,yearly,0.5
https://researchservices.cornell.edu/contact/jmm793,2024-09-11T02:56Z,yearly,0.5
https://researchservices.cornell.edu/contact/jmw549,2025-01-21T20:24Z,yearly,0.5
https://researchservices.cornell.edu/contact/jrw7,2024-12-17T18:11Z,yearly,0.5
https://researchservices.cornell.edu/contact/jsk7,2025-01-21T19:57Z,yearly,0.5
https://researchservices.cornell.edu/contact/kch227,2024-11-08T00:22Z,yearly,0.5
https://researchservices.cornell.edu/contact/kim28cornelledu,2025-02-19T14:08Z,monthly,0.5
https://researchservices.cornell.edu/contact/kjb6,2024-12-17T12:41Z,yearly,0.5
https://researchservices.cornell.edu/contact/klb1,2025-01-27T14:22Z,monthly,0.5
https://researchservices.cornell.edu/contact/kme78,2025-01-21T19:24Z,yearly,0.5
https://researchservices.cornell.edu/contact/kmq22,2024-08-08T15:45Z,yearly,0.5
https://researchservices.cornell.edu/contact/kts58,2025-01-21T20:16Z,yearly,0.5
https://researchservices.cornell.edu/contact/lwm55,2025-03-05T23:06Z,weekly,0.5
https://researchservices.cornell.edu/contact/maf49,2025-01-21T19:25Z,yearly,0.5
https://researchservices.cornell.edu/contact/mhb3,2025-01-21T19:19Z,yearly,0.5
https://researchservices.cornell.edu/contact/mib46,2024-08-07T12:53Z,yearly,0.5
https://researchservices.cornell.edu/contact/mk636,2024-08-30T18:41Z,yearly,0.5
https://researchservices.cornell.edu/contact/mlr323,2025-01-21T20:12Z,yearly,0.5
https://researchservices.cornell.edu/contact/mmc328,2025-01-21T20:06Z,yearly,0.5
https://researchservices.cornell.edu/contact/mpd95,2025-01-21T19:22Z,yearly,0.5
https://researchservices.cornell.edu/contact/ncf33,2025-01-21T19:27Z,yearly,0.5
https://researchservices.cornell.edu/contact/nfl1,2025-01-21T20:02Z,yearly,0.5
https://researchservices.cornell.edu/contact/nme34,2025-01-21T19:24Z,yearly,0.5
https://researchservices.cornell.edu/contact/oco5,2025-01-21T20:09Z,yearly,0.5
https://researchservices.cornell.edu/contact/plm86,2024-11-08T17:00Z,yearly,0.5
https://researchservices.cornell.edu/contact/rav68,2025-01-21T20:21Z,yearly,0.5
https://researchservices.cornell.edu/contact/rdm285,2025-01-21T20:07Z,yearly,0.5
https://researchservices.cornell.edu/contact/rjo72,2025-01-23T18:48Z,monthly,0.5
https://researchservices.cornell.edu/contact/rjr327,2025-01-07T20:28Z,yearly,0.5
https://researchservices.cornell.edu/contact/rsn2,2025-01-21T19:23Z,yearly,0.5
https://researchservices.cornell.edu/contact/rt222,2025-01-21T20:17Z,yearly,0.5
https://researchservices.cornell.edu/contact/scb255,2025-01-21T18:43Z,yearly,0.5
https://researchservices.cornell.edu/contact/sd536,2025-02-24T13:29Z,monthly,0.5
https://researchservices.cornell.edu/contact/sem322,2025-01-21T20:08Z,yearly,0.5
https://researchservices.cornell.edu/contact/sg232,2025-01-21T19:28Z,yearly,0.5
https://researchservices.cornell.edu/contact/skr54,2025-01-21T19:55Z,yearly,0.5
https://researchservices.cornell.edu/contact/srf63,2025-01-21T19:26Z,yearly,0.5
https://researchservices.cornell.edu/contact/tjb3,2025-01-21T19:19Z,yearly,0.5
https://researchservices.cornell.edu/contact/tjk227,2025-03-02T17:06Z,monthly,0.5
https://researchservices.cornell.edu/contact/tlw62,2025-01-21T20:23Z,yearly,0.5
https://researchservices.cornell.edu/contact/tpg42,2025-01-21T19:29Z,yearly,0.5
https://researchservices.cornell.edu/contact/vmd29,2025-01-21T19:21Z,yearly,0.5
https://researchservices.cornell.edu/contact/wcf46,2025-01-21T19:27Z,yearly,0.5
https://researchservices.cornell.edu/contacts/ally-rooks-applications-systems-assistant,2022-07-26T18:11Z,never,0.5
https://researchservices.cornell.edu/contacts/amy-wells-ibc-administrator,2024-03-20T17:34Z,yearly,0.5
https://researchservices.cornell.edu/contacts/carrie-susskind-product-manager-research-administration-support-system-rass,2019-06-21T14:16Z,never,0.5
https://researchservices.cornell.edu/contacts/christine-bellezza-dvm-director-research-assurance,2020-11-30T20:38Z,never,0.5
https://researchservices.cornell.edu/contacts/christine-han-hr-associate,2024-04-23T01:43Z,yearly,0.5
https://researchservices.cornell.edu/contacts/ciara-schiess-coi-rcr-compliance-assistant,2022-01-06T20:13Z,never,0.5
https://researchservices.cornell.edu/contacts/david-cleveland-business-analyst,2021-10-14T18:59Z,never,0.5
https://researchservices.cornell.edu/contacts/erica-dunayer-compliance-administrator,2022-08-22T15:34Z,never,0.5
https://researchservices.cornell.edu/contacts/gayle-fagan-sr-rd-program-communications-manager,2024-12-05T14:07Z,yearly,0.5
https://researchservices.cornell.edu/contacts/jamie-washburn-assistant-hr-director,2024-04-25T14:00Z,yearly,0.5
https://researchservices.cornell.edu/contacts/joyel-moeller-senior-irb-administrator-and-reliance-specialist,2024-03-20T17:35Z,yearly,0.5
https://researchservices.cornell.edu/contacts/kathleen-furr-chief-administrative-officer,2024-07-09T19:02Z,yearly,0.5
https://researchservices.cornell.edu/contacts/kathy-mckee-strategic-hr-project-consultant,2024-04-23T02:45Z,yearly,0.5
https://researchservices.cornell.edu/contacts/kim-swartz-system-support-consultant,2019-06-08T01:08Z,never,0.5
https://researchservices.cornell.edu/contacts/kristie-devine-hr-business-partner,2024-04-23T01:40Z,yearly,0.5
https://researchservices.cornell.edu/contacts/lindsey-girodo-hr-associate,2024-04-23T01:40Z,yearly,0.5
https://researchservices.cornell.edu/contacts/lydia-galarneau-irb-compliance-assistant,2022-07-11T19:36Z,never,0.5
https://researchservices.cornell.edu/contacts/mike-tracy-systems-analyst,2019-06-08T01:10Z,never,0.5
https://researchservices.cornell.edu/contacts/myles-gideon-mls-irb-manager,2020-12-01T15:58Z,never,0.5
https://researchservices.cornell.edu/contacts/pamela-moore-office-manager-oria,2022-09-16T15:37Z,never,0.5
https://researchservices.cornell.edu/contacts/paul-davis-lead-business-analyst-product-manager-reporting,2019-06-08T01:00Z,never,0.5
https://researchservices.cornell.edu/contacts/rebecca-bell-compliance-administrator,2022-07-11T19:31Z,never,0.5
https://researchservices.cornell.edu/contacts/rob-felt-compliance-administrator,2019-09-19T19:08Z,never,0.5
https://researchservices.cornell.edu/contacts/sally-blinn-senior-administrative-support-and-event-coordinator,2024-06-03T20:50Z,yearly,0.5
https://researchservices.cornell.edu/contacts/valerie-ziarniak-irb-administrator,2022-07-11T19:33Z,never,0.5
https://researchservices.cornell.edu/contacts/vanessa-mccaffery-irb-administrator,2020-02-13T16:13Z,never,0.5
https://researchservices.cornell.edu/contacts/wendy-smith-senior-human-resources-director,2024-04-25T15:41Z,yearly,0.5
https://researchservices.cornell.edu/contacts/zach-jacques-director,2019-06-08T01:02Z,never,0.5
https://researchservices.cornell.edu/covid-19-summit,2020-12-09T20:50Z,never,0.5
https://researchservices.cornell.edu/events/2020-day-data-scholarship-through-collaboration,2020-07-02T16:37Z,never,0.5
https://researchservices.cornell.edu/events/2021-ccss-grant-writing-development-program,2022-10-19T17:52Z,never,0.5
https://researchservices.cornell.edu/events/2021-summer-pathways-success-p2s-symposium,2021-07-14T18:19Z,never,0.5
https://researchservices.cornell.edu/events/2023-nsf-career-resubmissions-working-reviewer-feedback-luncheon,2023-03-28T14:19Z,yearly,0.5
https://researchservices.cornell.edu/events/2023-nsf-faculty-early-career-development-career-award-kick-and-faculty-panel,2023-01-31T21:24Z,never,0.5
https://researchservices.cornell.edu/events/advance-seminars-panels-20-years-advance-and-30-years-nsf-broadening-participation-stem,2021-02-09T15:04Z,never,0.5
https://researchservices.cornell.edu/events/april-2021-osp-roundtable-conflict-interest,2022-01-19T05:30Z,never,0.5
https://researchservices.cornell.edu/events/april-2022-osp-roundtable-overview-responsible-conduct-research-entrepreneurship-principles,2022-04-08T14:15Z,never,0.5
https://researchservices.cornell.edu/events/april-ibc-meeting,2025-03-12T14:35Z,weekly,0.5
https://researchservices.cornell.edu/events/august-2021-osp-roundtable-national-science-foundation-nsf-updates,2022-10-16T20:04Z,never,0.5
https://researchservices.cornell.edu/events/august-2022-osp-roundtable-proposal-preparation-best-practices,2022-08-10T18:22Z,never,0.5
https://researchservices.cornell.edu/events/august-2023-osp-roundtable-hot-topics-federal-requirements,2023-08-09T17:00Z,yearly,0.5
https://researchservices.cornell.edu/events/broader-impacts-identity%20workshops,2021-10-05T17:25Z,never,0.5
https://researchservices.cornell.edu/events/cornell-center-health-equity-town-hall-meeting,2022-10-19T15:43Z,never,0.5
https://researchservices.cornell.edu/events/covid-19-summit,2020-12-09T20:28Z,never,0.5
https://researchservices.cornell.edu/events/ctam-webinar-info-session-2,2020-09-11T14:16Z,never,0.5
https://researchservices.cornell.edu/events/ctl-enterprise-seminar-nuts-and-bolts-university-based-startups,2019-11-06T21:12Z,never,0.5
https://researchservices.cornell.edu/events/ctl-ip-series-1-understanding-technology-transfer-process,2021-02-12T18:53Z,never,0.5
https://researchservices.cornell.edu/events/ctl-ip-series-2-what-patent-eligible-us,2021-03-01T19:07Z,never,0.5
https://researchservices.cornell.edu/events/ctl-ip-series-3-software-copyright-and-trademark,2021-03-23T18:13Z,never,0.5
https://researchservices.cornell.edu/events/ctl-office-hours-32321-plant-breeding-ithaca-geneva-jess-stein,2021-03-19T16:30Z,never,0.5
https://researchservices.cornell.edu/events/ctl-practicum-info-session,2020-09-11T14:11Z,never,0.5
https://researchservices.cornell.edu/events/ctl-practicum-internship-program-gain-hands-experience-technology-commercialization,2019-11-14T17:12Z,never,0.5
https://researchservices.cornell.edu/events/darpa-young-faculty-award-2021-proposers-day-webcast,2020-09-25T21:00Z,never,0.5
https://researchservices.cornell.edu/events/december-2020-osp-roundtable-introduction-sciencv-science-experts-network-curriculum-vitae,2022-10-19T17:53Z,never,0.5
https://researchservices.cornell.edu/events/december-2021-osp-roundtable-nih-changes,2021-12-06T21:32Z,never,0.5
https://researchservices.cornell.edu/events/december-2022-osp-roundtable-national-science-foundation-nsf-policy-system-updates,2022-12-05T21:09Z,never,0.5
https://researchservices.cornell.edu/events/december-2024-osp-roundtable,2024-11-21T21:41Z,yearly,0.5
https://researchservices.cornell.edu/events/february-2021-osp-roundtable-rass-current-and-pending-management,2022-10-19T17:51Z,never,0.5
https://researchservices.cornell.edu/events/february-2022-osp-roundtable-human-participant-research-rass,2022-02-09T21:51Z,never,0.5
https://researchservices.cornell.edu/events/financial-research-administration-forum,2019-11-14T23:22Z,never,0.5
https://researchservices.cornell.edu/events/fruit-vegetable-markets-covid-19-impacts-and-beyond,2021-03-19T18:23Z,never,0.5
https://researchservices.cornell.edu/events/genevas-discoveries-commercialization,2020-02-20T21:26Z,never,0.5
https://researchservices.cornell.edu/events/getting-dod-funding,2023-08-25T02:01Z,yearly,0.5
https://researchservices.cornell.edu/events/ignite-research-acceleration-webinar-info-session-1,2021-04-06T21:49Z,never,0.5
https://researchservices.cornell.edu/events/industry-exchange,2020-11-20T13:58Z,never,0.5
https://researchservices.cornell.edu/events/information-session-research-and-innovation-support-services,2020-12-09T20:09Z,never,0.5
https://researchservices.cornell.edu/events/introduction-nih,2023-10-25T14:21Z,yearly,0.5
https://researchservices.cornell.edu/events/ip-series-2-why-are-diagnostic-claims-so-hard-get-us,2024-02-23T15:41Z,yearly,0.5
https://researchservices.cornell.edu/events/january-2021-osp-roundtable-intellectual-property-management-sponsored-projects,2023-09-19T21:16Z,yearly,0.5
https://researchservices.cornell.edu/events/january-2022-osp-roundtable-national-science-foundation-nsf-career-proposal-process-research,2022-01-10T19:35Z,never,0.5
https://researchservices.cornell.edu/events/january-2023-osp-roundtable-irb,2023-01-10T20:27Z,never,0.5
https://researchservices.cornell.edu/events/july-2021-osp-roundtable-subawards-sponsored-projects,2022-10-16T20:07Z,never,0.5
https://researchservices.cornell.edu/events/june-2021-osp-roundtable-cornells-research-data-retention-policy,2021-07-09T16:49Z,never,0.5
https://researchservices.cornell.edu/events/june-2022-osp-roundtable-trade-compliance-series-part-2,2022-06-08T15:15Z,never,0.5
https://researchservices.cornell.edu/events/keys-competitive-nsf-career-hanover-research-webinar,2022-10-19T15:41Z,never,0.5
https://researchservices.cornell.edu/events/live-panel-discussion-women-innovators-cornell-university,2020-06-18T14:28Z,never,0.5
https://researchservices.cornell.edu/events/march-2022-osp-roundtable-become-expert-prior-approvals,2022-03-01T16:07Z,never,0.5
https://researchservices.cornell.edu/events/march-2023-osp-roundtable-export-controls-and-academia,2024-05-08T18:41Z,yearly,0.5
https://researchservices.cornell.edu/events/may-2021-osp-roundtable-changes-nih-biosketch-and-other-support-document-requirements,2022-10-16T20:07Z,never,0.5
https://researchservices.cornell.edu/events/may-2022-osp-roundtable-trade-compliance-series-part-1-2,2022-05-05T14:25Z,never,0.5
https://researchservices.cornell.edu/events/may-2023-osp-roundtable-current-pending-management-and-reporting-rass,2023-05-07T15:50Z,yearly,0.5
https://researchservices.cornell.edu/events/national-science-foundation-distinguished-lecture,2022-10-19T15:52Z,never,0.5
https://researchservices.cornell.edu/events/nih-fall-2020-virtual-regional-seminar-program-funding-grants-administration,2020-11-09T20:23Z,never,0.5
https://researchservices.cornell.edu/events/nov-osp-roundtable-industry%20partnerships,2024-06-18T22:00Z,yearly,0.5
https://researchservices.cornell.edu/events/november-2020-osp-roundtable-research-development-your-new-best-friend,2022-10-19T15:51Z,never,0.5
https://researchservices.cornell.edu/events/november-2022-osp-roundtable--nih-data-management-and-sharing-,2022-11-16T17:42Z,never,0.5
https://researchservices.cornell.edu/events/november-2024-osp-roundtable,2024-10-22T15:03Z,yearly,0.5
https://researchservices.cornell.edu/events/november-ctl-office-hours-plant-breeding-ithaca-geneva,2020-11-20T15:54Z,never,0.5
https://researchservices.cornell.edu/events/nsf-career-peer-peer-workshop-series,2023-08-25T02:56Z,yearly,0.5
https://researchservices.cornell.edu/events/nsf-career-planning-seminar,2021-11-09T21:22Z,never,0.5
https://researchservices.cornell.edu/events/nsf-deb-virtual-office-hour-intbio,2022-10-19T18:20Z,never,0.5
https://researchservices.cornell.edu/events/nsf-listening-session-online-and-learning-assessment,2022-10-19T18:19Z,never,0.5
https://researchservices.cornell.edu/events/nsf-research-infrastructure-mid-scale-ri-2-program-webinar,2022-10-19T15:43Z,never,0.5
https://researchservices.cornell.edu/events/nsf-webinar-understanding-rules-life-emerging-networks-urolen-solicitation,2022-10-19T15:52Z,never,0.5
https://researchservices.cornell.edu/events/oct-2021-osp-roundtable-nys-and-federal-relations,2021-09-29T20:10Z,never,0.5
https://researchservices.cornell.edu/events/october-2020-osp-roundtable-cornells-research-administration-system-rass,2022-10-19T15:50Z,never,0.5
https://researchservices.cornell.edu/events/october-2022-osp-roundtable-conflicts-interest-rass,2022-10-19T17:58Z,never,0.5
https://researchservices.cornell.edu/events/oria-town-hall-april-14,2021-04-13T17:39Z,never,0.5
https://researchservices.cornell.edu/events/oria-town-hall-may-18,2021-07-09T17:34Z,never,0.5
https://researchservices.cornell.edu/events/partner-pepsico-webinar,2021-10-19T14:57Z,never,0.5
https://researchservices.cornell.edu/events/pew-2023-webinar,2023-08-25T02:23Z,yearly,0.5
https://researchservices.cornell.edu/events/plant-breeding-ithaca-geneva-jess-stein,2020-09-11T14:19Z,never,0.5
https://researchservices.cornell.edu/events/polyplexus-evidence-madness-competition,2020-12-05T18:00Z,never,0.5
https://researchservices.cornell.edu/events/proposers-day-webcast-enhanced-night-vision-eyeglass-form-factors-envision-program,2022-10-19T18:19Z,never,0.5
https://researchservices.cornell.edu/events/racp-winter-2025-call-applicants,2025-01-16T01:15Z,yearly,0.5
https://researchservices.cornell.edu/events/rass-irb-depth-zoom-training-thursday,2022-04-19T21:35Z,never,0.5
https://researchservices.cornell.edu/events/rass-irb-depth-zoom-training-tuesday,2022-04-20T01:56Z,never,0.5
https://researchservices.cornell.edu/events/sept-2022-osp-roundtable-data-security,2022-09-09T13:20Z,never,0.5
https://researchservices.cornell.edu/events/september-2021-osp-roundtable-research-administration-support-system-rass-proposal-budgeting,2021-08-31T14:35Z,never,0.5
https://researchservices.cornell.edu/events/september-roundtable-disclosing-foreign-relationships-and-activities,2020-09-04T18:34Z,never,0.5
https://researchservices.cornell.edu/events/smart-and-connected-communities-nsf-21-535-program-webinar,2022-10-19T18:18Z,never,0.5
https://researchservices.cornell.edu/events/spatial-transcriptomics-st-workshop,2023-08-25T02:03Z,yearly,0.5
https://researchservices.cornell.edu/events/tech-transfer-central-live-webinar,2023-07-07T14:27Z,yearly,0.5
https://researchservices.cornell.edu/events/technology-networks-online-symposium,2023-09-07T16:35Z,yearly,0.5
https://researchservices.cornell.edu/events/uidp-2025-annual-meeting-notice,2025-03-05T17:27Z,monthly,0.5
https://researchservices.cornell.edu/events/uidp-connect-2020,2020-09-23T18:58Z,never,0.5
https://researchservices.cornell.edu/events/uidp-insights-researchers,2022-02-17T16:27Z,never,0.5
https://researchservices.cornell.edu/events/uidp-partnership-perspectives-senior-fellow-sharing-series,2025-03-05T17:26Z,monthly,0.5
https://researchservices.cornell.edu/events/uidp-webinar-avery-dennison-open-innovation,2021-01-05T17:48Z,never,0.5
https://researchservices.cornell.edu/events/uidp-webinar-hosted-northwestern-university,2021-01-28T17:49Z,never,0.5
https://researchservices.cornell.edu/events/uidp-webinar-innovation-habits-high-growth-companies-findings-2021-rd-innovation-agenda,2021-11-16T19:57Z,never,0.5
https://researchservices.cornell.edu/events/university-technology-startup-series-1-founders-equity-ceo-assessment,2021-07-09T17:10Z,never,0.5
https://researchservices.cornell.edu/events/virtual-workshop-invitation-nominate-nsf-supported-workshop-mitigating-climate-change,2021-09-23T13:24Z,never,0.5
https://researchservices.cornell.edu/events/weill-digital-health-series-2-regulatory-landscapes-and-reimbursement-strategies-and-why-it,2021-03-19T16:40Z,never,0.5
